id,level,topic,title,metric_status,lexical_flags,editorial_result,action,evidence_terms,editorial_note
s585,6,Nature and animals,The Symbiotic Relationship Between Clownfish and Sea Anemones,vocabulary-review,very-low-frequency,approved-after-review,retain-topic-vocabulary,anemones; anemone; anemone's; clownfish; symbiotic,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s586,6,Nature and animals,Complex Communication System of Prairie Dogs,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s587,7,Nature and animals,Remarkable Regenerative Abilities of Starfish,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,regenerative; regeneration; remarkable; biological; starfish's; studying; capability; continues; mechanisms; regenerate,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s588,7,Nature and animals,The Unusual Hunting Technique of Archer Fish,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s589,8,Nature and animals,Extraordinary Migration of Arctic Terns,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s590,8,Nature and animals,Complex Social Structure of Orca Pods,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s591,9,Nature and animals,The Fungal Networks That Connect Forest Ecosystems,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s592,9,Nature and animals,Sophisticated Tool Use of New Caledonian Crows,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s593,10,Nature and animals,Extremophile Organisms Redefining the Boundaries of Life,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s594,10,Nature and animals,The Epigenetic Inheritance of Environmental Memory,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s595,1,World affairs,A New Bridge,within-guardrails,,pass,no-further-change,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s596,1,World affairs,Sharing Food,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s597,2,World affairs,The Community Clean-Up Day,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s598,3,World affairs,School Supply Drive,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s599,3,World affairs,Town's First Community Center,within-guardrails,,pass,no-further-change,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s600,3,World affairs,The Volunteer Tutoring Program,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s601,4,World affairs,City's Bike Lane Expansion,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s602,6,World affairs,Rural Internet Access Initiative,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s603,6,World affairs,The Cooperative Housing Model,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s604,8,World affairs,Municipal Composting Program,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s605,8,World affairs,Cross-Border Water Management Agreement,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s606,6,World affairs,The Regional Renewable Energy Cooperative,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s607,8,World affairs,National Apprenticeship Modernization Program,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s608,7,World affairs,Multi-Municipal Emergency Medical Service,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s609,8,World affairs,The National Community Land Trust Initiative,within-guardrails,,pass,no-further-change,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s610,8,World affairs,Regional Circular Economy Partnership,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s611,9,World affairs,International Knowledge-Sharing Network for Sustainable Agriculture,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s612,9,World affairs,The Federated Approach to Regional Refugee Resettlement,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,,事実確認後に語彙・文長を再計測。難語は題材理解に必要な語か、明示的な創作表示に限って確認済み。
s613,10,World affairs,Polycentric Governance Model for Transboundary Environmental Management,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,environmental; governance; management; transboundary; addressing; arrangement; centralized; multiple; polycentric; researchers,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s614,10,World affairs,Deliberative Mini-Public Model for Contested Infrastructure Decisions,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,conventional; decisions; processes; deliberative; democratic; infrastructure; selected; adversarial; citizens; contested,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s615,1,Everyday life,A Cup of Coffee,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s616,1,Everyday life,Cleaning My Room,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s617,2,Everyday life,Forgotten Birthday Card,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s618,2,Everyday life,The New Kitchen Gadget,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s619,3,Everyday life,Surprise Visit,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,surprise; absolutely; apartment; catching; connected; considerable; embraced; excitedly; explained; happened,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s620,3,Everyday life,Community Garden Plot,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s621,4,Everyday life,The Unexpected Career Change,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,decision; business; challenges; abandoning; accountant; accounting; appreciated; building; carefully; challenging,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s622,4,Everyday life,Long-Distance Friendship,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,different; distance; friendship; connection; consistent; maintain; physical; admittedly; carefully; challenges,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
